Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
8299,CA-2022-104149,07/12/2022,07/16/2022,Standard Class,CG-10302,Emily Blumstein,Consumer,United States,Los Angeles,California,90036,West,FUR-FUR-10001099,Furniture,Furnishings,Furnishings Model F-470,434.35,5,0.0,127.33
8300,CA-2022-104150,08/20/2022,08/26/2022,Standard Class,CG-10402,Sandra Rodriguez,Corporate,United States,Indianapolis,Indiana,46203,Central,OFF-LAB-10001100,Office Supplies,Labels,Labels Model G-507,77.43,3,0.0,31.66
8301,CA-2023-104150,04/28/2023,05/01/2023,First Class,CG-10105,Andrew Gutenberg,Consumer,United States,Los Angeles,California,90036,West,OFF-ART-10001101,Office Supplies,Art,Art Model H-544,43.08,3,0.0,14.37
8302,CA-2023-104151,11/24/2023,11/28/2023,Second Class,CG-10178,Jessica Phan,Home Office,United States,New York City,New York,10024,East,OFF-ART-10001102,Office Supplies,Art,Art Model I-581,41.35,1,0.0,10.85
8303,CA-2021-104151,11/15/2021,11/22/2021,Standard Class,CG-10186,Alejandro Miller,Corporate,United States,Boston,Massachusetts,02116,East,OFF-SUP-10001103,Office Supplies,Supplies,Supplies Model J-618,217.5,1,0.0,23.41
8304,CA-2022-104152,10/03/2022,10/06/2022,First Class,CG-10052,Zuschuss Gutenberg,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-BIN-10001104,Office Supplies,Binders,Binders Model K-655,87.54,2,0.0,4.95
8305,CA-2022-104152,03/07/2022,03/08/2022,First Class,CG-10329,Harold Rodriguez,Corporate,United States,San Francisco,California,94109,West,FUR-FUR-10001105,Furniture,Furnishings,Furnishings Model L-692,125.78,2,0.0,26.08
8306,CA-2023-104153,11/02/2023,11/05/2023,First Class,CG-10658,Matt Garcia,Consumer,United States,Newark,New Jersey,07102,East,OFF-SUP-10001106,Office Supplies,Supplies,Supplies Model M-729,576.96,3,0.0,115.46
8307,CA-2024-104153,12/08/2024,12/12/2024,Standard Class,CG-10225,Alejandro Allen,Corporate,United States,New York City,New York,10024,East,OFF-APP-10001107,Office Supplies,Appliances,Appliances Model N-766,446.42,2,0.1,49.91
8308,CA-2022-104154,04/04/2022,04/09/2022,Standard Class,CG-10095,Sarah Rodriguez,Consumer,United States,Detroit,Michigan,48205,Central,OFF-PAP-10001108,Office Supplies,Paper,Paper Model O-803,112.6,5,0.0,38.64
8309,CA-2022-104154,08/19/2022,08/26/2022,Standard Class,CG-10627,Alejandro Kintis,Home Office,United States,Phoenix,Arizona,85023,West,TEC-ACC-10001109,Technology,Accessories,Accessories Model P-840,142.08,2,0.0,46.71
8310,CA-2022-104155,12/02/2022,12/08/2022,Standard Class,CG-10429,Pete Blumstein,Corporate,United States,Richmond,Virginia,23223,South,FUR-FUR-10001110,Furniture,Furnishings,Furnishings Model Q-877,124.0,4,0.0,19.48
8311,CA-2022-104155,10/17/2022,10/23/2022,Standard Class,CG-10037,Tracy Black,Consumer,United States,Seattle,Washington,98103,West,FUR-CHA-10001111,Furniture,Chairs,Chairs Model R-914,1312.61,2,0.1,-43.81
8312,CA-2023-104156,11/30/2023,12/07/2023,Standard Class,CG-10244,Pete Pawel,Consumer,United States,Milwaukee,Wisconsin,53209,Central,OFF-FAS-10001112,Office Supplies,Fasteners,Fasteners Model S-951,8.96,1,0.7,-5.05
8313,CA-2021-104156,10/20/2021,10/26/2021,Standard Class,CG-10373,Robert Jones,Consumer,United States,Denver,Colorado,80219,West,TEC-MAC-10001113,Technology,Machines,Machines Model T-988,2215.15,1,0.0,452.24
8314,CA-2023-104157,07/30/2023,08/03/2023,Standard Class,CG-10409,Lisa Garcia,Consumer,United States,Los Angeles,California,90036,West,OFF-ART-10001114,Office Supplies,Art,Art Model U-1025,123.45,3,0.0,38.44
8315,CA-2024-104157,01/19/2024,01/23/2024,Standard Class,CG-10593,Emily Blumstein,Consumer,United States,Baltimore,Maryland,21215,East,FUR-BOO-10001115,Furniture,Bookcases,Bookcases Model V-1062,3074.05,5,0.0,-98.51
8316,CA-2021-104158,05/11/2021,05/11/2021,Same Day,CG-10047,Sarah Rodriguez,Home Office,United States,Milwaukee,Wisconsin,53209,Central,FUR-TAB-10001116,Furniture,Tables,Tables Model W-100,1848.48,3,0.0,134.02
8317,CA-2024-104158,10/14/2024,10/14/2024,Same Day,CG-10114,Emily Wilson,Consumer,United States,Minneapolis,Minnesota,55407,Central,TEC-PHO-10001117,Technology,Phones,Phones Model X-137,52.58,2,0.8,-41.79
8318,CA-2022-104159,05/13/2022,05/16/2022,First Class,CG-10332,Harold Connell,Consumer,United States,Minneapolis,Minnesota,55407,Central,FUR-TAB-10001118,Furniture,Tables,Tables Model Y-174,2144.16,3,0.0,171.84
8319,CA-2022-104159,09/12/2022,09/16/2022,Standard Class,CG-10753,David Miller,Consumer,United States,Columbus,Ohio,43229,East,TEC-PHO-10001119,Technology,Phones,Phones Model Z-211,800.8,7,0.0,288.18
8320,CA-2023-104160,01/10/2023,01/14/2023,Second Class,CG-10554,Daniel Davis,Consumer,United States,Phoenix,Arizona,85023,West,OFF-PAP-10001120,Office Supplies,Paper,Paper Model A-248,273.79,5,0.15,71.58
8321,CA-2021-104160,03/19/2021,03/23/2021,Standard Class,CG-10130,Robert Martinez,Consumer,United States,Las Vegas,Nevada,89115,West,OFF-ENV-10001121,Office Supplies,Envelopes,Envelopes Model B-285,30.58,2,0.15,4.01
8322,CA-2021-104161,08/16/2021,08/21/2021,Standard Class,CG-10244,Pete Pawel,Consumer,United States,San Francisco,California,94109,West,OFF-APP-10001122,Office Supplies,Appliances,Appliances Model C-322,375.46,1,0.1,58.49
8323,CA-2024-104161,10/23/2024,10/30/2024,Standard Class,CG-10232,Brosina Rodriguez,Corporate,United States,San Diego,California,92037,West,OFF-ART-10001123,Office Supplies,Art,Art Model D-359,288.71,6,0.15,40.28
8324,CA-2023-104162,12/03/2023,12/07/2023,Standard Class,CG-10596,Daniel Johnson,Corporate,United States,Miami,Florida,33180,South,FUR-BOO-10001124,Furniture,Bookcases,Bookcases Model E-396,214.93,2,0.7,-197.16
8325,CA-2022-104162,03/24/2022,03/28/2022,Second Class,CG-10482,Andrew Ballentine,Corporate,United States,Houston,Texas,77005,Central,FUR-TAB-10001125,Furniture,Tables,Tables Model F-433,414.35,2,0.7,-422.87
8326,CA-2022-104163,11/22/2022,11/28/2022,Standard Class,CG-10431,Pete Blumstein,Corporate,United States,Atlanta,Georgia,30318,South,FUR-BOO-10001126,Furniture,Bookcases,Bookcases Model G-470,594.07,1,0.1,-33.27
8327,CA-2022-104163,10/11/2022,10/15/2022,Second Class,CG-10342,Ashley Gutenberg,Consumer,United States,Louisville,Kentucky,40214,South,OFF-FAS-10001127,Office Supplies,Fasteners,Fasteners Model H-507,4.12,2,0.7,-2.35
8328,CA-2023-104164,07/05/2023,07/07/2023,First Class,CG-10056,Emily Blumstein,Consumer,United States,Detroit,Michigan,48205,Central,TEC-PHO-10001128,Technology,Phones,Phones Model I-544,359.84,4,0.7,-212.06
8329,CA-2022-104164,12/16/2022,12/20/2022,Standard Class,CG-10654,Brosina Williams,Corporate,United States,Phoenix,Arizona,85023,West,OFF-PAP-10001129,Office Supplies,Paper,Paper Model J-581,222.48,3,0.0,82.26
8330,CA-2023-104165,09/30/2023,10/05/2023,Standard Class,CG-10211,Daniel Brown,Consumer,United States,San Diego,California,92037,West,OFF-ART-10001130,Office Supplies,Art,Art Model K-618,91.74,2,0.0,32.01
8331,CA-2022-104165,11/01/2022,11/05/2022,Standard Class,CG-10167,Matt Wilson,Corporate,United States,Las Vegas,Nevada,89115,West,TEC-PHO-10001131,Technology,Phones,Phones Model L-655,1073.68,4,0.0,279.2
8332,CA-2022-104166,04/21/2022,04/25/2022,Standard Class,CG-10197,Alejandro Garcia,Home Office,United States,Los Angeles,California,90036,West,TEC-COP-10001132,Technology,Copiers,Copiers Model M-692,3098.3,2,0.0,1265.24
8333,CA-2022-104166,12/17/2022,12/24/2022,Standard Class,CG-10737,Daniel Gutenberg,Home Office,United States,Buffalo,New York,14215,East,OFF-STO-10001133,Office Supplies,Storage,Storage Model N-729,1561.5,9,0.0,129.88
8334,CA-2021-104167,10/31/2021,11/03/2021,Second Class,CG-10790,Sarah Barstow,Consumer,United States,Richmond,Virginia,23223,South,TEC-PHO-10001134,Technology,Phones,Phones Model O-766,3239.62,3,0.1,573.26
8335,CA-2022-104167,12/24/2022,12/28/2022,Standard Class,CG-10569,Andrew Flanagan,Consumer,United States,Louisville,Kentucky,40214,South,OFF-LAB-10001135,Office Supplies,Labels,Labels Model P-803,70.48,2,0.0,31.27
8336,CA-2023-104168,06/05/2023,06/12/2023,Standard Class,CG-10222,Sandra Allen,Consumer,United States,Los Angeles,California,90036,West,TEC-COP-10001136,Technology,Copiers,Copiers Model Q-840,11326.42,5,0.15,3165.74
8337,CA-2023-104168,10/07/2023,10/11/2023,Second Class,CG-10688,Zuschuss Barstow,Consumer,United States,Miami,Florida,33180,South,TEC-PHO-10001137,Technology,Phones,Phones Model R-877,5034.08,9,0.15,343.29
8338,CA-2024-104169,10/17/2024,10/23/2024,Standard Class,CG-10438,John Flanagan,Home Office,United States,Denver,Colorado,80219,West,FUR-CHA-10001138,Furniture,Chairs,Chairs Model S-914,4174.02,6,0.0,817.08
8339,CA-2023-104169,06/23/2023,06/27/2023,Standard Class,CG-10040,Pete Wilson,Corporate,United States,Denver,Colorado,80219,West,OFF-STO-10001139,Office Supplies,Storage,Storage Model T-951,303.5,3,0.2,-55.18
8340,CA-2023-104170,08/21/2023,08/23/2023,First Class,CG-10106,Jessica Wilson,Consumer,United States,San Diego,California,92037,West,OFF-STO-10001140,Office Supplies,Storage,Storage Model U-988,98.76,3,0.2,-2.16
8341,CA-2023-104170,12/27/2023,01/01/2024,Standard Class,CG-10389,Lisa Garcia,Consumer,United States,Houston,Texas,77005,Central,OFF-ART-10001141,Office Supplies,Art,Art Model V-1025,40.9,2,0.4,-12.2
8342,CA-2023-104171,09/30/2023,10/07/2023,Standard Class,CG-10620,Brosina Anderson,Corporate,United States,Baltimore,Maryland,21215,East,OFF-SUP-10001142,Office Supplies,Supplies,Supplies Model W-1062,998.32,6,0.15,14.4
8343,CA-2021-104171,04/02/2021,04/06/2021,Second Class,CG-10514,Harold Jones,Home Office,United States,Los Angeles,California,90036,West,OFF-FAS-10001143,Office Supplies,Fasteners,Fasteners Model X-100,55.38,3,0.0,22.42
8344,CA-2023-104172,10/17/2023,10/23/2023,Standard Class,CG-10698,Sandra Black,Consumer,United States,Memphis,Tennessee,38109,South,TEC-MAC-10001144,Technology,Machines,Machines Model Y-137,4612.64,2,0.0,262.11
8345,CA-2023-104172,10/18/2023,10/22/2023,Second Class,CG-10783,Claire Wilson,Corporate,United States,Los Angeles,California,90036,West,OFF-PAP-10001145,Office Supplies,Paper,Paper Model Z-174,44.69,1,0.0,14.42
8346,CA-2022-104173,05/25/2022,05/30/2022,Standard Class,CG-10341,Matt Black,Consumer,United States,San Diego,California,92037,West,FUR-FUR-10001146,Furniture,Furnishings,Furnishings Model A-211,175.86,1,0.0,26.46
8347,CA-2023-104173,10/20/2023,10/21/2023,First Class,CG-10056,Emily Blumstein,Consumer,United States,Buffalo,New York,14215,East,FUR-BOO-10001147,Furniture,Bookcases,Bookcases Model B-248,777.22,2,0.0,-14.95
8348,CA-2023-104174,01/11/2023,01/11/2023,Same Day,CG-10298,David Ballentine,Corporate,United States,Indianapolis,Indiana,46203,Central,OFF-LAB-10001148,Office Supplies,Labels,Labels Model C-285,58.14,9,0.0,22.88
8349,CA-2022-104174,06/16/2022,06/22/2022,Standard Class,CG-10204,Claire Garcia,Corporate,United States,New York City,New York,10024,East,TEC-PHO-10001149,Technology,Phones,Phones Model D-322,1043.84,4,0.0,273.75
8350,CA-2023-104175,02/04/2023,02/10/2023,Standard Class,CG-10699,Alejandro Flanagan,Corporate,United States,San Diego,California,92037,West,OFF-SUP-10001150,Office Supplies,Supplies,Supplies Model E-359,41.48,2,0.0,2.01
8351,CA-2023-104175,11/26/2023,12/01/2023,Second Class,CG-10266,Lisa Smith,Consumer,United States,Boston,Massachusetts,02116,East,OFF-APP-10001151,Office Supplies,Appliances,Appliances Model F-396,1697.0,4,0.0,392.67
8352,CA-2023-104176,12/24/2023,12/24/2023,Same Day,CG-10022,Harold Smith,Corporate,United States,Indianapolis,Indiana,46203,Central,TEC-PHO-10001152,Technology,Phones,Phones Model G-433,1435.7,2,0.0,282.81
8353,CA-2022-104176,12/23/2022,12/27/2022,Standard Class,CG-10240,Michael Johnson,Consumer,United States,Boston,Massachusetts,02116,East,OFF-ENV-10001153,Office Supplies,Envelopes,Envelopes Model H-470,72.0,2,0.0,25.36
8354,CA-2022-104177,11/16/2022,11/23/2022,Standard Class,CG-10566,James Johnson,Corporate,United States,Memphis,Tennessee,38109,South,OFF-ART-10001154,Office Supplies,Art,Art Model I-507,59.35,1,0.2,-2.51
8355,CA-2021-104177,10/31/2021,11/05/2021,Standard Class,CG-10337,Eric Kintis,Home Office,United States,Milwaukee,Wisconsin,53209,Central,OFF-PAP-10001155,Office Supplies,Paper,Paper Model J-544,67.86,5,0.7,-31.66
8356,CA-2021-104178,12/18/2021,12/23/2021,Second Class,CG-10273,Emily Donatelli,Consumer,United States,Louisville,Kentucky,40214,South,OFF-BIN-10001156,Office Supplies,Binders,Binders Model K-581,54.45,3,0.7,-55.13
8357,CA-2022-104178,10/25/2022,10/26/2022,First Class,CG-10595,Alejandro Connell,Consumer,United States,Minneapolis,Minnesota,55407,Central,TEC-PHO-10001157,Technology,Phones,Phones Model L-618,2249.92,6,0.15,151.55
8358,CA-2022-104179,11/15/2022,11/21/2022,Standard Class,CG-10704,Andrew Rodriguez,Corporate,United States,Baltimore,Maryland,21215,East,OFF-STO-10001158,Office Supplies,Storage,Storage Model M-655,117.82,1,0.15,6.67
8359,CA-2021-104179,07/17/2021,07/24/2021,Standard Class,CG-10352,Ken Johnson,Consumer,United States,Phoenix,Arizona,85023,West,FUR-CHA-10001159,Furniture,Chairs,Chairs Model N-692,941.98,2,0.0,109.08
8360,CA-2023-104180,11/09/2023,11/12/2023,First Class,CG-10100,Maria Miller,Corporate,United States,Indianapolis,Indiana,46203,Central,FUR-CHA-10001160,Furniture,Chairs,Chairs Model O-729,3258.05,5,0.0,442.66
8361,CA-2022-104180,10/21/2022,10/26/2022,Standard Class,CG-10354,James Anderson,Consumer,United States,Tampa,Florida,33612,South,OFF-ENV-10001161,Office Supplies,Envelopes,Envelopes Model P-766,76.83,3,0.0,30.49
8362,CA-2021-104181,10/10/2021,10/14/2021,Second Class,CG-10604,David Williams,Consumer,United States,New York City,New York,10024,East,OFF-BIN-10001162,Office Supplies,Binders,Binders Model Q-803,18.32,4,0.0,-0.07
8363,CA-2022-104181,05/27/2022,06/01/2022,Standard Class,CG-10411,Ken Hoffman,Corporate,United States,Detroit,Michigan,48205,Central,FUR-CHA-10001163,Furniture,Chairs,Chairs Model R-840,467.97,3,0.0,61.12
8364,CA-2023-104182,02/12/2023,02/17/2023,Second Class,CG-10411,Ken Hoffman,Corporate,United States,San Antonio,Texas,78207,Central,OFF-STO-10001164,Office Supplies,Storage,Storage Model S-877,138.0,2,0.0,34.28
8365,CA-2023-104182,04/11/2023,04/13/2023,First Class,CG-10001,Eric Black,Corporate,United States,San Francisco,California,94109,West,OFF-ENV-10001165,Office Supplies,Envelopes,Envelopes Model T-914,71.46,5,0.1,23.67
8366,CA-2023-104183,05/27/2023,06/02/2023,Standard Class,CG-10446,Emily Donatelli,Consumer,United States,San Diego,California,92037,West,OFF-STO-10001166,Office Supplies,Storage,Storage Model U-951,161.92,1,0.0,27.25
8367,CA-2023-104183,10/10/2023,10/15/2023,Second Class,CG-10478,Lisa Brown,Consumer,United States,Milwaukee,Wisconsin,53209,Central,OFF-ART-10001167,Office Supplies,Art,Art Model V-988,70.35,2,0.2,3.88
8368,CA-2023-104184,11/20/2023,11/20/2023,Same Day,CG-10765,Matt Garcia,Home Office,United States,Philadelphia,Pennsylvania,19140,East,OFF-ENV-10001168,Office Supplies,Envelopes,Envelopes Model W-1025,83.18,6,0.15,15.7
8369,CA-2023-104184,12/25/2023,12/25/2023,Same Day,CG-10544,Alejandro Williams,Consumer,United States,Chicago,Illinois,60610,Central,OFF-ENV-10001169,Office Supplies,Envelopes,Envelopes Model X-1062,82.22,2,0.3,5.21
8370,CA-2024-104185,08/22/2024,08/27/2024,Standard Class,CG-10187,Matt Gutenberg,Home Office,United States,Los Angeles,California,90036,West,OFF-PAP-10001170,Office Supplies,Paper,Paper Model Y-100,80.53,1,0.0,37.24
8371,CA-2024-104185,07/18/2024,07/22/2024,Standard Class,CG-10545,Daniel Rodriguez,Consumer,United States,Buffalo,New York,14215,East,OFF-ART-10001171,Office Supplies,Art,Art Model Z-137,51.8,1,0.1,12.4
8372,CA-2024-104186,11/19/2024,11/23/2024,Standard Class,CG-10646,Zuschuss Johnson,Corporate,United States,New York City,New York,10024,East,FUR-TAB-10001172,Furniture,Tables,Tables Model A-174,4759.32,4,0.0,-706.96
8373,CA-2022-104186,05/18/2022,05/23/2022,Standard Class,CG-10667,Brosina Brown,Home Office,United States,Milwaukee,Wisconsin,53209,Central,OFF-FAS-10001173,Office Supplies,Fasteners,Fasteners Model B-211,23.9,2,0.0,8.97
8374,CA-2021-104187,11/18/2021,11/18/2021,Same Day,CG-10594,Brosina Wilson,Consumer,United States,Jacksonville,Florida,32216,South,FUR-TAB-10001174,Furniture,Tables,Tables Model C-248,1671.54,3,0.0,-300.64
8375,CA-2024-104187,10/03/2024,10/08/2024,Second Class,CG-10013,Zuschuss Jones,Home Office,United States,San Francisco,California,94109,West,OFF-APP-10001175,Office Supplies,Appliances,Appliances Model D-285,1115.7,5,0.0,209.02
8376,CA-2024-104188,02/12/2024,02/16/2024,Standard Class,CG-10473,James Rodriguez,Corporate,United States,Louisville,Kentucky,40214,South,FUR-FUR-10001176,Furniture,Furnishings,Furnishings Model E-322,44.77,2,0.4,-11.08
8377,CA-2024-104188,06/30/2024,07/06/2024,Standard Class,CG-10068,Brosina Ballentine,Consumer,United States,Seattle,Washington,98103,West,TEC-MAC-10001177,Technology,Machines,Machines Model F-359,2394.9,5,0.0,448.61
8378,CA-2023-104189,01/30/2023,02/03/2023,Standard Class,CG-10651,Sandra Allen,Corporate,United States,Portland,Oregon,97201,West,OFF-FAS-10001178,Office Supplies,Fasteners,Fasteners Model G-396,42.1,5,0.0,18.24
8379,CA-2022-104189,02/07/2022,02/13/2022,Standard Class,CG-10240,Michael Johnson,Consumer,United States,San Francisco,California,94109,West,TEC-ACC-10001179,Technology,Accessories,Accessories Model H-433,479.18,2,0.1,119.59
8380,CA-2024-104190,04/15/2024,04/19/2024,Second Class,CG-10580,Daniel Johnson,Consumer,United States,Boston,Massachusetts,02116,East,FUR-FUR-10001180,Furniture,Furnishings,Furnishings Model I-470,97.7,2,0.15,2.51
8381,CA-2024-104190,09/26/2024,09/29/2024,First Class,CG-10294,Sarah Connell,Corporate,United States,Seattle,Washington,98103,West,FUR-CHA-10001181,Furniture,Chairs,Chairs Model J-507,2179.14,3,0.0,223.09
8382,CA-2023-104191,02/05/2023,02/07/2023,First Class,CG-10063,Claire Gutenberg,Consumer,United States,Tampa,Florida,33612,South,TEC-COP-10001182,Technology,Copiers,Copiers Model K-544,1030.57,4,0.8,-563.68
8383,CA-2022-104191,05/14/2022,05/21/2022,Standard Class,CG-10573,Sarah Wilson,Consumer,United States,Detroit,Michigan,48205,Central,FUR-FUR-10001183,Furniture,Furnishings,Furnishings Model L-581,68.55,1,0.0,18.7
8384,CA-2022-104192,08/06/2022,08/11/2022,Standard Class,CG-10788,David Pawel,Consumer,United States,Louisville,Kentucky,40214,South,FUR-BOO-10001184,Furniture,Bookcases,Bookcases Model M-618,2259.85,5,0.15,-471.49
8385,CA-2021-104192,12/16/2021,12/16/2021,Same Day,CG-10613,James Jones,Home Office,United States,Richmond,Virginia,23223,South,TEC-ACC-10001185,Technology,Accessories,Accessories Model N-655,275.75,1,0.0,63.33
8386,CA-2024-104193,07/11/2024,07/18/2024,Standard Class,CG-10211,Daniel Brown,Consumer,United States,Dallas,Texas,75220,Central,OFF-APP-10001186,Office Supplies,Appliances,Appliances Model O-692,198.2,2,0.7,-121.09
8387,CA-2021-104193,11/20/2021,11/27/2021,Standard Class,CG-10190,Sarah Blumstein,Corporate,United States,Los Angeles,California,90036,West,TEC-PHO-10001187,Technology,Phones,Phones Model P-729,1479.2,4,0.0,371.77
8388,CA-2023-104194,04/16/2023,04/22/2023,Standard Class,CG-10431,Pete Blumstein,Corporate,United States,San Diego,California,92037,West,FUR-CHA-10001188,Furniture,Chairs,Chairs Model Q-766,1745.72,4,0.0,264.58
8389,CA-2023-104194,10/17/2023,10/24/2023,Standard Class,CG-10568,Harold Ballentine,Corporate,United States,Boston,Massachusetts,02116,East,OFF-APP-10001189,Office Supplies,Appliances,Appliances Model R-803,403.58,1,0.0,78.77
8390,CA-2022-104195,05/16/2022,05/17/2022,First Class,CG-10248,Eric Barstow,Consumer,United States,Phoenix,Arizona,85023,West,TEC-PHO-10001190,Technology,Phones,Phones Model S-840,612.72,2,0.0,151.48
8391,CA-2022-104195,10/04/2022,10/08/2022,Second Class,CG-10408,Ashley Ballentine,Home Office,United States,Portland,Oregon,97201,West,TEC-MAC-10001191,Technology,Machines,Machines Model T-877,827.47,1,0.1,84.75
8392,CA-2022-104196,07/27/2022,07/31/2022,Standard Class,CG-10699,Alejandro Flanagan,Corporate,United States,Phoenix,Arizona,85023,West,OFF-PAP-10001192,Office Supplies,Paper,Paper Model U-914,511.38,6,0.0,180.06
8393,CA-2023-104196,11/06/2023,11/11/2023,Standard Class,CG-10311,Ken Rodriguez,Consumer,United States,Milwaukee,Wisconsin,53209,Central,TEC-ACC-10001193,Technology,Accessories,Accessories Model V-951,1417.14,6,0.0,531.08
8394,CA-2021-104197,12/05/2021,12/08/2021,First Class,CG-10728,John Brown,Consumer,United States,Phoenix,Arizona,85023,West,FUR-CHA-10001194,Furniture,Chairs,Chairs Model W-988,2989.98,6,0.0,486.58
8395,CA-2023-104197,10/09/2023,10/14/2023,Standard Class,CG-10432,Robert Brown,Home Office,United States,Denver,Colorado,80219,West,OFF-SUP-10001195,Office Supplies,Supplies,Supplies Model X-1025,194.48,5,0.15,-44.43
8396,CA-2021-104198,01/17/2021,01/20/2021,Second Class,CG-10510,Maria Ballentine,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-FUR-10001196,Furniture,Furnishings,Furnishings Model Y-1062,59.49,3,0.0,20.15
8397,CA-2023-104198,07/04/2023,07/09/2023,Second Class,CG-10741,Ashley Connell,Consumer,United States,Phoenix,Arizona,85023,West,OFF-ENV-10001197,Office Supplies,Envelopes,Envelopes Model Z-100,33.71,1,0.1,7.03
8398,CA-2023-104199,10/11/2023,10/14/2023,Second Class,CG-10442,Jessica Donatelli,Consumer,United States,Dallas,Texas,75220,Central,OFF-BIN-10001198,Office Supplies,Binders,Binders Model A-137,305.49,6,0.15,-96.29
8399,CA-2021-104199,06/05/2021,06/10/2021,Standard Class,CG-10643,Sarah Connell,Corporate,United States,Denver,Colorado,80219,West,TEC-PHO-10001199,Technology,Phones,Phones Model B-174,3399.0,6,0.0,960.09
8400,CA-2024-104200,02/14/2024,02/20/2024,Standard Class,CG-10488,Ken Anderson,Corporate,United States,Los Angeles,California,90036,West,OFF-ART-10001200,Office Supplies,Art,Art Model C-211,207.54,3,0.0,48.28
8401,CA-2023-104200,11/27/2023,12/01/2023,Second Class,CG-10217,Matt Kintis,Consumer,United States,New York City,New York,10024,East,OFF-ART-10001201,Office Supplies,Art,Art Model D-248,173.72,4,0.0,53.96
8402,CA-2022-104201,12/31/2022,01/05/2023,Second Class,CG-10073,Zuschuss Davis,Home Office,United States,Denver,Colorado,80219,West,TEC-COP-10001202,Technology,Copiers,Copiers Model E-285,10740.48,6,0.0,5510.1
8403,CA-2024-104201,02/26/2024,03/02/2024,Standard Class,CG-10332,Harold Connell,Consumer,United States,Indianapolis,Indiana,46203,Central,OFF-SUP-10001203,Office Supplies,Supplies,Supplies Model F-322,233.8,2,0.0,18.67
8404,CA-2022-104202,02/07/2022,02/11/2022,Standard Class,CG-10348,Eric Wilson,Consumer,United States,Milwaukee,Wisconsin,53209,Central,FUR-FUR-10001204,Furniture,Furnishings,Furnishings Model G-359,244.67,2,0.2,10.98
8405,CA-2024-104202,10/06/2024,10/13/2024,Standard Class,CG-10193,James Black,Consumer,United States,San Diego,California,92037,West,OFF-FAS-10001205,Office Supplies,Fasteners,Fasteners Model H-396,38.32,4,0.0,14.03
8406,CA-2023-104203,02/18/2023,02/19/2023,First Class,CG-10473,James Rodriguez,Corporate,United States,New York City,New York,10024,East,OFF-SUP-10001206,Office Supplies,Supplies,Supplies Model I-433,428.6,2,0.0,85.07
8407,CA-2024-104203,11/09/2024,11/13/2024,Standard Class,CG-10075,Claire Barstow,Consumer,United States,Las Vegas,Nevada,89115,West,OFF-STO-10001207,Office Supplies,Storage,Storage Model J-470,586.1,2,0.0,109.35
8408,CA-2021-104204,01/19/2021,01/23/2021,Standard Class,CG-10224,Robert Kintis,Home Office,United States,Houston,Texas,77005,Central,TEC-ACC-10001208,Technology,Accessories,Accessories Model K-507,645.9,3,0.0,268.35
8409,CA-2024-104204,07/26/2024,07/30/2024,Standard Class,CG-10005,Jessica Hoffman,Corporate,United States,Minneapolis,Minnesota,55407,Central,TEC-PHO-10001209,Technology,Phones,Phones Model L-544,392.19,1,0.0,105.21
8410,CA-2022-104205,10/19/2022,10/25/2022,Standard Class,CG-10037,Tracy Black,Consumer,United States,Phoenix,Arizona,85023,West,OFF-STO-10001210,Office Supplies,Storage,Storage Model M-581,295.88,4,0.0,54.33
8411,CA-2022-104205,05/28/2022,06/04/2022,Standard Class,CG-10533,Alejandro Johnson,Corporate,United States,San Antonio,Texas,78207,Central,FUR-BOO-10001211,Furniture,Bookcases,Bookcases Model N-618,319.5,2,0.7,-294.11
8412,CA-2022-104206,01/17/2022,01/22/2022,Standard Class,CG-10693,Sandra Brown,Consumer,United States,Louisville,Kentucky,40214,South,TEC-COP-10001212,Technology,Copiers,Copiers Model O-655,1424.9,1,0.2,297.13
8413,CA-2021-104206,11/10/2021,11/12/2021,First Class,CG-10057,Daniel Martinez,Corporate,United States,Baltimore,Maryland,21215,East,OFF-ART-10001213,Office Supplies,Art,Art Model P-692,203.65,5,0.0,82.67
8414,CA-2022-104207,02/13/2022,02/20/2022,Standard Class,CG-10692,Emily Rodriguez,Consumer,United States,Houston,Texas,77005,Central,OFF-FAS-10001214,Office Supplies,Fasteners,Fasteners Model Q-729,4.3,1,0.3,-0.44
8415,CA-2022-104207,05/05/2022,05/10/2022,Standard Class,CG-10712,Ken Davis,Consumer,United States,Milwaukee,Wisconsin,53209,Central,OFF-STO-10001215,Office Supplies,Storage,Storage Model R-766,338.32,4,0.0,65.09
8416,CA-2022-104208,12/27/2022,01/01/2023,Second Class,CG-10644,William Rodriguez,Corporate,United States,Portland,Oregon,97201,West,TEC-MAC-10001216,Technology,Machines,Machines Model S-803,2045.78,1,0.0,84.44
8417,CA-2022-104208,05/24/2022,05/28/2022,Standard Class,CG-10642,Michael Connell,Corporate,United States,Philadelphia,Pennsylvania,19140,East,FUR-BOO-10001217,Furniture,Bookcases,Bookcases Model T-840,1607.5,5,0.0,83.23
